Zip Code,DMA,Country,Population
2322,Boston MA-Manchester NH,"NORFOLK BALANCE, MA",4468
2324,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",27434
2325,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",0
2330,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",11617
2332,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",15572
2333,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",14301
2334,"Providence-New Bedford,MA","BRISTOL EAST, MA",0
2338,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",7739
2339,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",14328
2341,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",10560
2343,Boston MA-Manchester NH,"NORFOLK BALANCE, MA",10753
2346,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",24166
2347,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",11292
2351,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",16275
2356,"Providence-New Bedford,MA","BRISTOL EAST, MA",12885
2357,"Providence-New Bedford,MA","BRISTOL EAST, MA",1178
2359,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",18230
2360,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",58500
2364,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",13210
2367,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",2912
2368,Boston MA-Manchester NH,"NORFOLK HDBA, MA",33980
2370,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",17849
2375,"Providence-New Bedford,MA","BRISTOL EAST, MA",9938
2379,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",7117
2382,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",14864
2420,Boston MA-Manchester NH,"MIDDLESEX, MA",14579
2421,Boston MA-Manchester NH,"MIDDLESEX, MA",18760
2445,Boston MA-Manchester NH,"NORFOLK BALANCE, MA",20774
2446,Boston MA-Manchester NH,"NORFOLK BALANCE, MA",30113
2451,Boston MA-Manchester NH,"MIDDLESEX, MA",18646
2452,Boston MA-Manchester NH,"MIDDLESEX, MA",15470
2453,Boston MA-Manchester NH,"MIDDLESEX, MA",28696
2458,Boston MA-Manchester NH,"MIDDLESEX, MA",12465
2459,Boston MA-Manchester NH,"MIDDLESEX, MA",19473
2460,Boston MA-Manchester NH,"MIDDLESEX, MA",9911
2461,Boston MA-Manchester NH,"MIDDLESEX, MA",7214
2462,Boston MA-Manchester NH,"MIDDLESEX, MA",1520
2464,Boston MA-Manchester NH,"MIDDLESEX, MA",3155
2465,Boston MA-Manchester NH,"MIDDLESEX, MA",12112
2466,Boston MA-Manchester NH,"MIDDLESEX, MA",8568
2467,Boston MA-Manchester NH,"NORFOLK BALANCE, MA",22105
2468,Boston MA-Manchester NH,"MIDDLESEX, MA",5568
2472,Boston MA-Manchester NH,"MIDDLESEX, MA",34715
2474,Boston MA-Manchester NH,"MIDDLESEX, MA",28028
2476,Boston MA-Manchester NH,"MIDDLESEX, MA",16964
2478,Boston MA-Manchester NH,"MIDDLESEX, MA",25940
2481,Boston MA-Manchester NH,"NORFOLK BALANCE, MA",16309
2482,Boston MA-Manchester NH,"NORFOLK BALANCE, MA",11015
2492,Boston MA-Manchester NH,"NORFOLK BALANCE, MA",20128
2493,Boston MA-Manchester NH,"MIDDLESEX, MA",12027
2494,Boston MA-Manchester NH,"NORFOLK BALANCE, MA",10301
2532,Boston MA-Manchester NH,"BARNSTABLE UPPER, MA",13337
2534,Boston MA-Manchester NH,"BARNSTABLE UPPER, MA",815
2535,Boston MA-Manchester NH,"DUKES, MA",1757
2536,Boston MA-Manchester NH,"BARNSTABLE UPPER, MA",19191
2537,Boston MA-Manchester NH,"BARNSTABLE UPPER, MA",6572
2538,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",3571
2539,Boston MA-Manchester NH,"DUKES, MA",4292
2540,Boston MA-Manchester NH,"BARNSTABLE UPPER, MA",8294
2541,Boston MA-Manchester NH,"BARNSTABLE UPPER, MA",0
2542,Boston MA-Manchester NH,"BARNSTABLE UPPER, MA",881
2543,Boston MA-Manchester NH,"BARNSTABLE UPPER, MA",909
2551,Boston MA-Manchester NH,"BARNSTABLE UPPER, MA",0
2553,Boston MA-Manchester NH,"BARNSTABLE UPPER, MA",35
2554,Boston MA-Manchester NH,"NANTUCKET, MA",10590
2556,Boston MA-Manchester NH,"BARNSTABLE UPPER, MA",2869
2559,Boston MA-Manchester NH,"BARNSTABLE UPPER, MA",4028
2561,Boston MA-Manchester NH,"BARNSTABLE UPPER, MA",325
2562,Boston MA-Manchester NH,"BARNSTABLE UPPER, MA",3008
2563,Boston MA-Manchester NH,"BARNSTABLE UPPER, MA",9501
2565,Boston MA-Manchester NH,"BARNSTABLE UPPER, MA",0
2568,Boston MA-Manchester NH,"DUKES, MA",4100
2571,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",10940
2574,Boston MA-Manchester NH,"BARNSTABLE UPPER, MA",0
2575,Boston MA-Manchester NH,"DUKES, MA",2417
2576,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",4873
2601,Boston MA-Manchester NH,"BARNSTABLE H-SPLIT, MA",15063
2630,Boston MA-Manchester NH,"BARNSTABLE MIDDLE, MA",2277
2631,Boston MA-Manchester NH,"BARNSTABLE LOWER, MA",9736
2632,Boston MA-Manchester NH,"BARNSTABLE MIDDLE, MA",9923
2633,Boston MA-Manchester NH,"BARNSTABLE LOWER, MA",4055
2634,Boston MA-Manchester NH,"BARNSTABLE MIDDLE, MA",0
2635,Boston MA-Manchester NH,"BARNSTABLE MIDDLE, MA",3301
2636,Boston MA-Manchester NH,"BARNSTABLE MIDDLE, MA",0
2637,Boston MA-Manchester NH,"BARNSTABLE MIDDLE, MA",141
2638,Boston MA-Manchester NH,"BARNSTABLE MIDDLE, MA",3011
2639,Boston MA-Manchester NH,"BARNSTABLE MIDDLE, MA",2949
2641,Boston MA-Manchester NH,"BARNSTABLE MIDDLE, MA",191
2642,Boston MA-Manchester NH,"BARNSTABLE LOWER, MA",4908
2643,Boston MA-Manchester NH,"BARNSTABLE LOWER, MA",0
2644,Boston MA-Manchester NH,"BARNSTABLE UPPER, MA",4393
2645,Boston MA-Manchester NH,"BARNSTABLE LOWER, MA",9516
2646,Boston MA-Manchester NH,"BARNSTABLE LOWER, MA",1806
2647,Boston MA-Manchester NH,"BARNSTABLE H-SPLIT, MA",121
2648,Boston MA-Manchester NH,"BARNSTABLE MIDDLE, MA",6589
2649,Boston MA-Manchester NH,"BARNSTABLE UPPER, MA",14054
2650,Boston MA-Manchester NH,"BARNSTABLE LOWER, MA",906
2651,Boston MA-Manchester NH,"BARNSTABLE LOWER, MA",0
2652,Boston MA-Manchester NH,"BARNSTABLE LOWER, MA",942
2653,Boston MA-Manchester NH,"BARNSTABLE LOWER, MA",5905
2655,Boston MA-Manchester NH,"BARNSTABLE MIDDLE, MA",3257
2657,Boston MA-Manchester NH,"BARNSTABLE LOWER, MA",2952
2659,Boston MA-Manchester NH,"BARNSTABLE LOWER, MA",1030
2660,Boston MA-Manchester NH,"BARNSTABLE MIDDLE, MA",6657
2661,Boston MA-Manchester NH,"BARNSTABLE LOWER, MA",0
2662,Boston MA-Manchester NH,"BARNSTABLE LOWER, MA",0
2663,Boston MA-Manchester NH,"BARNSTABLE LOWER, MA",96
2664,Boston MA-Manchester NH,"BARNSTABLE MIDDLE, MA",9226
2666,Boston MA-Manchester NH,"BARNSTABLE LOWER, MA",638
2667,Boston MA-Manchester NH,"BARNSTABLE LOWER, MA",3075
2668,Boston MA-Manchester NH,"BARNSTABLE MIDDLE, MA",2807
2669,Boston MA-Manchester NH,"BARNSTABLE LOWER, MA",158
2670,Boston MA-Manchester NH,"BARNSTABLE MIDDLE, MA",1158
2671,Boston MA-Manchester NH,"BARNSTABLE LOWER, MA",889
2672,Boston MA-Manchester NH,"BARNSTABLE H-SPLIT, MA",368
2673,Boston MA-Manchester NH,"BARNSTABLE MIDDLE, MA",8397
2675,Boston MA-Manchester NH,"BARNSTABLE MIDDLE, MA",6314
2702,"Providence-New Bedford,MA","BRISTOL EAST, MA",4472
2703,"Providence-New Bedford,MA","BRISTOL WEST, MA",44326
2712,"Providence-New Bedford,MA","BRISTOL EAST, MA",0
2713,Boston MA-Manchester NH,"DUKES, MA",25
2714,"Providence-New Bedford,MA","BRISTOL SOUTH, MA",0
2715,"Providence-New Bedford,MA","BRISTOL WEST, MA",3703
2717,"Providence-New Bedford,MA","BRISTOL SOUTH, MA",4703
2718,"Providence-New Bedford,MA","BRISTOL EAST, MA",6295
2719,"Providence-New Bedford,MA","BRISTOL SOUTH, MA",16027
2720,"Providence-New Bedford,MA","BRISTOL SOUTH, MA",31126
2721,"Providence-New Bedford,MA","BRISTOL SOUTH, MA",25985
2722,"Providence-New Bedford,MA","BRISTOL SOUTH, MA",0
2723,"Providence-New Bedford,MA","BRISTOL SOUTH, MA",14236
2724,"Providence-New Bedford,MA","BRISTOL SOUTH, MA",17391
2725,"Providence-New Bedford,MA","BRISTOL WEST, MA",2453
2726,"Providence-New Bedford,MA","BRISTOL WEST, MA",15804
2738,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",5065
2739,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",6245
2740,"Providence-New Bedford,MA","BRISTOL SOUTH, MA",43686
2741,"Providence-New Bedford,MA","BRISTOL SOUTH, MA",0
2743,"Providence-New Bedford,MA","BRISTOL SOUTH, MA",10443
2744,"Providence-New Bedford,MA","BRISTOL SOUTH, MA",11184
2745,"Providence-New Bedford,MA","BRISTOL SOUTH, MA",24294
2746,"Providence-New Bedford,MA","BRISTOL SOUTH, MA",15637
2747,"Providence-New Bedford,MA","BRISTOL SOUTH, MA",23568
2748,"Providence-New Bedford,MA","BRISTOL SOUTH, MA",11316
2760,"Providence-New Bedford,MA","BRISTOL WEST, MA",27100
2761,"Providence-New Bedford,MA","BRISTOL WEST, MA",0
2762,Boston MA-Manchester NH,"NORFOLK BALANCE, MA",9000
2763,"Providence-New Bedford,MA","BRISTOL WEST, MA",1933
2764,"Providence-New Bedford,MA","BRISTOL WEST, MA",3872
2766,"Providence-New Bedford,MA","BRISTOL EAST, MA",19515
2767,"Providence-New Bedford,MA","BRISTOL EAST, MA",14018
2768,"Providence-New Bedford,MA","BRISTOL EAST, MA",0
2769,"Providence-New Bedford,MA","BRISTOL WEST, MA",11990
2770,Boston MA-Manchester NH,"PLYMOUTH BALANCE, MA",5199
2771,"Providence-New Bedford,MA","BRISTOL WEST, MA",14957
2777,"Providence-New Bedford,MA","BRISTOL WEST, MA",16204
2779,"Providence-New Bedford,MA","BRISTOL EAST, MA",6630
2780,"Providence-New Bedford,MA","BRISTOL EAST, MA",50358
2790,"Providence-New Bedford,MA","BRISTOL SOUTH, MA",15832
2791,"Providence-New Bedford,MA","BRISTOL SOUTH, MA",279
2802,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",903
2804,"Providence-New Bedford,MA","WASHINGTON, RI",2076
2806,"Providence-New Bedford,MA","BRISTOL, RI",16218
2807,"Providence-New Bedford,MA","WASHINGTON, RI",830
2808,"Providence-New Bedford,MA","WASHINGTON, RI",2540
2809,"Providence-New Bedford,MA","BRISTOL, RI",22318
2812,"Providence-New Bedford,MA","WASHINGTON, RI",1348
2813,"Providence-New Bedford,MA","WASHINGTON, RI",7762
2814,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",7616
2815,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",195
2816,"Providence-New Bedford,MA","KENT, RI",32664
2817,"Providence-New Bedford,MA","KENT, RI",6084
2818,"Providence-New Bedford,MA","KENT, RI",18348
2822,"Providence-New Bedford,MA","WASHINGTON, RI",6424
2823,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",0
2824,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",0
2825,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",5391
2826,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",773
2827,"Providence-New Bedford,MA","KENT, RI",2047
2828,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",7683
2829,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",0
2830,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",5649
2831,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",3260
2832,"Providence-New Bedford,MA","WASHINGTON, RI",4708
2833,"Providence-New Bedford,MA","WASHINGTON, RI",900
2835,"Providence-New Bedford,MA","NEWPORT, RI",5505
2836,"Providence-New Bedford,MA","WASHINGTON, RI",135
2837,"Providence-New Bedford,MA","NEWPORT, RI",3521
2838,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",3904
2839,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",1782
2840,"Providence-New Bedford,MA","NEWPORT, RI",23267
2841,"Providence-New Bedford,MA","NEWPORT, RI",1499
2842,"Providence-New Bedford,MA","NEWPORT, RI",16079
2852,"Providence-New Bedford,MA","WASHINGTON, RI",22129
2857,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",9044
2858,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",733
2859,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",7426
2860,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",46958
2861,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",25163
2863,"Providence-New Bedford,MA","PROVIDENCE HDHA, RI",19395
2864,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",34452
2865,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",16784
2871,"Providence-New Bedford,MA","NEWPORT, RI",17165
2872,"Providence-New Bedford,MA","NEWPORT, RI",298
2873,"Providence-New Bedford,MA","WASHINGTON, RI",215
2874,"Providence-New Bedford,MA","WASHINGTON, RI",6245
2875,"Providence-New Bedford,MA","WASHINGTON, RI",611
2876,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",180
2877,"Providence-New Bedford,MA","WASHINGTON, RI",0
2878,"Providence-New Bedford,MA","NEWPORT, RI",15870
2879,"Providence-New Bedford,MA","WASHINGTON, RI",20736
2881,"Providence-New Bedford,MA","WASHINGTON, RI",7842
2882,"Providence-New Bedford,MA","WASHINGTON, RI",13654
2885,"Providence-New Bedford,MA","BRISTOL, RI",10492
2886,"Providence-New Bedford,MA","KENT, RI",28695
2888,"Providence-New Bedford,MA","KENT, RI",19328
2889,"Providence-New Bedford,MA","KENT, RI",27461
2891,"Providence-New Bedford,MA","WASHINGTON, RI",21031
2892,"Providence-New Bedford,MA","WASHINGTON, RI",4977
2893,"Providence-New Bedford,MA","KENT, RI",29260
2894,"Providence-New Bedford,MA","WASHINGTON, RI",586
2895,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",41508
2896,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",12121
2898,"Providence-New Bedford,MA","WASHINGTON, RI",1441
2903,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",10890
2904,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",30702
2905,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",25497
2906,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",28745
2907,"Providence-New Bedford,MA","PROVIDENCE HDHA, RI",29006
2908,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",37309
2909,"Providence-New Bedford,MA","PROVIDENCE HDHA, RI",41524
2910,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",21607
2911,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",15812
2912,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",1362
2914,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",21533
2915,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",16778
2916,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",8991
2917,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",13956
2918,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",0
2919,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",29159
2920,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",37153
2921,"Providence-New Bedford,MA","PROVIDENCE BALANCE, RI",12885
3031,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",11412
3032,Boston MA-Manchester NH,"ROCKINGHAM (REM), NH",5293
3033,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",5190
3034,Boston MA-Manchester NH,"ROCKINGHAM (REM), NH",3974
3036,Boston MA-Manchester NH,"ROCKINGHAM (REM), NH",4935
3037,Boston MA-Manchester NH,"ROCKINGHAM (REM), NH",4380
3038,Boston MA-Manchester NH,"ROCKINGHAM (M SPLIT), NH",33617
3040,Boston MA-Manchester NH,"ROCKINGHAM (REM), NH",0
3041,Boston MA-Manchester NH,"ROCKINGHAM (M SPLIT), NH",0
3042,Boston MA-Manchester NH,"ROCKINGHAM (REM), NH",6835
3043,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",1593
3044,Boston MA-Manchester NH,"ROCKINGHAM (REM), NH",4498
3045,Boston MA-Manchester NH,"HILLSBOROUGH (M SPLI, NH",13955
3046,Boston MA-Manchester NH,"MERRIMACK (REM), NH",2788
3047,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",1748
3048,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",3357
3049,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",7779
3051,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",24856
3052,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",8426
3053,Boston MA-Manchester NH,"ROCKINGHAM (M SPLIT), NH",24854
3054,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",25566
3055,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",15117
3057,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",2554
3060,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",29861
3061,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",0
3062,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",27343
3063,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",16326
3064,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",14112
3070,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",5464
3071,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",5236
3073,Boston MA-Manchester NH,"ROCKINGHAM (REM), NH",0
3076,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",13323
3077,Boston MA-Manchester NH,"ROCKINGHAM (REM), NH",10415
3079,Boston MA-Manchester NH,"ROCKINGHAM (REM), NH",29039
3082,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",1734
3084,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",1408
3086,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",3760
3087,Boston MA-Manchester NH,"ROCKINGHAM (REM), NH",14344
3101,Boston MA-Manchester NH,"HILLSBOROUGH (M SPLI, NH",2542
3102,Boston MA-Manchester NH,"HILLSBOROUGH (M SPLI, NH",31841
3103,Boston MA-Manchester NH,"HILLSBOROUGH (M SPLI, NH",37087
3104,Boston MA-Manchester NH,"HILLSBOROUGH (M SPLI, NH",32223
3105,Boston MA-Manchester NH,"HILLSBOROUGH (M SPLI, NH",0
3106,Boston MA-Manchester NH,"MERRIMACK (M SPLIT), NH",13987
3108,Boston MA-Manchester NH,"HILLSBOROUGH (M SPLI, NH",0
3109,Boston MA-Manchester NH,"HILLSBOROUGH (M SPLI, NH",10852
3110,Boston MA-Manchester NH,"HILLSBOROUGH (M SPLI, NH",22019
3215,Burlington VT-Plattsburgh NY,"GRAFTON EAST, NH",191
3216,Boston MA-Manchester NH,"MERRIMACK (REM), NH",2517
3217,Burlington VT-Plattsburgh NY,"GRAFTON EAST, NH",2242
3218,Boston MA-Manchester NH,"BELKNAP, NH",821
3220,Boston MA-Manchester NH,"BELKNAP, NH",7354
3221,Boston MA-Manchester NH,"MERRIMACK (REM), NH",2284
3222,Burlington VT-Plattsburgh NY,"GRAFTON EAST, NH",5822
3223,Burlington VT-Plattsburgh NY,"GRAFTON EAST, NH",3365
3224,Boston MA-Manchester NH,"MERRIMACK (REM), NH",2248
3225,Boston MA-Manchester NH,"BELKNAP, NH",3709
3226,Boston MA-Manchester NH,"BELKNAP, NH",1000
3227,Portland-Auburn ME,"CARROLL, NH",1025
3229,Boston MA-Manchester NH,"MERRIMACK (REM), NH",5614
3230,Boston MA-Manchester NH,"MERRIMACK (REM), NH",1369
3231,Boston MA-Manchester NH,"MERRIMACK (REM), NH",266
3233,Boston MA-Manchester NH,"MERRIMACK (REM), NH",93
3234,Boston MA-Manchester NH,"MERRIMACK (REM), NH",4652
3235,Boston MA-Manchester NH,"MERRIMACK (REM), NH",8607
3237,Boston MA-Manchester NH,"BELKNAP, NH",2082
3240,Burlington VT-Plattsburgh NY,"GRAFTON WEST, NH",1177
3241,Burlington VT-Plattsburgh NY,"GRAFTON EAST, NH",804
3242,Boston MA-Manchester NH,"MERRIMACK (REM), NH",4893
3243,Boston MA-Manchester NH,"MERRIMACK (REM), NH",946
3244,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",8039
3245,Burlington VT-Plattsburgh NY,"GRAFTON EAST, NH",2147
3246,Boston MA-Manchester NH,"BELKNAP, NH",16237
3249,Boston MA-Manchester NH,"BELKNAP, NH",7111
3251,Burlington VT-Plattsburgh NY,"GRAFTON EAST, NH",1283
3253,Boston MA-Manchester NH,"BELKNAP, NH",6273
3254,Portland-Auburn ME,"CARROLL, NH",4101
3255,Boston MA-Manchester NH,"MERRIMACK (REM), NH",1899
3256,Boston MA-Manchester NH,"BELKNAP, NH",2303
3257,Boston MA-Manchester NH,"MERRIMACK (REM), NH",4711
3258,Boston MA-Manchester NH,"MERRIMACK (REM), NH",2623
3259,Portland-Auburn ME,"CARROLL, NH",298
3260,Boston MA-Manchester NH,"MERRIMACK (REM), NH",714
3261,Boston MA-Manchester NH,"ROCKINGHAM (REM), NH",4312
3262,Burlington VT-Plattsburgh NY,"GRAFTON EAST, NH",926
3263,Boston MA-Manchester NH,"MERRIMACK (REM), NH",4058
3264,Burlington VT-Plattsburgh NY,"GRAFTON EAST, NH",7152
3265,Boston MA-Manchester NH,"MERRIMACK (REM), NH",0
3266,Burlington VT-Plattsburgh NY,"GRAFTON EAST, NH",2319
3268,Boston MA-Manchester NH,"MERRIMACK (REM), NH",1130
3269,Boston MA-Manchester NH,"BELKNAP, NH",2973
3272,Boston MA-Manchester NH,"MERRIMACK (REM), NH",0
3273,Boston MA-Manchester NH,"MERRIMACK (REM), NH",354
3275,Boston MA-Manchester NH,"MERRIMACK (M SPLIT), NH",11452
3276,Boston MA-Manchester NH,"MERRIMACK (REM), NH",8291
3278,Boston MA-Manchester NH,"MERRIMACK (REM), NH",2882
3279,Burlington VT-Plattsburgh NY,"GRAFTON EAST, NH",704
3280,Burlington VT-Plattsburgh NY,"SULLIVAN EAST, NH",1265
3281,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",8921
3282,Burlington VT-Plattsburgh NY,"GRAFTON EAST, NH",822
3284,Burlington VT-Plattsburgh NY,"SULLIVAN EAST, NH",767
3285,Burlington VT-Plattsburgh NY,"GRAFTON EAST, NH",2024
3287,Boston MA-Manchester NH,"MERRIMACK (REM), NH",1389
3290,Boston MA-Manchester NH,"ROCKINGHAM (REM), NH",4911
3291,Boston MA-Manchester NH,"ROCKINGHAM (REM), NH",21
3301,Boston MA-Manchester NH,"MERRIMACK (REM), NH",32402
3302,Boston MA-Manchester NH,"MERRIMACK (REM), NH",0
3303,Boston MA-Manchester NH,"MERRIMACK (REM), NH",16144
3304,Boston MA-Manchester NH,"MERRIMACK (REM), NH",7718
3307,Boston MA-Manchester NH,"MERRIMACK (REM), NH",5403
3431,Boston MA-Manchester NH,"CHESHIRE, NH",25537
3440,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",2673
3441,Boston MA-Manchester NH,"CHESHIRE, NH",195
3442,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",1411
3443,Boston MA-Manchester NH,"CHESHIRE, NH",730
3444,Boston MA-Manchester NH,"CHESHIRE, NH",1479
3445,Boston MA-Manchester NH,"CHESHIRE, NH",733
3446,Boston MA-Manchester NH,"CHESHIRE, NH",5892
3447,Boston MA-Manchester NH,"CHESHIRE, NH",2307
3448,Boston MA-Manchester NH,"CHESHIRE, NH",714
3449,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",1861
3450,Boston MA-Manchester NH,"CHESHIRE, NH",913
3451,Boston MA-Manchester NH,"CHESHIRE, NH",3978
3452,Boston MA-Manchester NH,"CHESHIRE, NH",5314
3455,Boston MA-Manchester NH,"CHESHIRE, NH",2149
3456,Boston MA-Manchester NH,"CHESHIRE, NH",708
3457,Boston MA-Manchester NH,"CHESHIRE, NH",675
3458,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",6790
3461,Boston MA-Manchester NH,"CHESHIRE, NH",6005
3462,Boston MA-Manchester NH,"CHESHIRE, NH",1498
3464,Boston MA-Manchester NH,"CHESHIRE, NH",1093
3465,Boston MA-Manchester NH,"CHESHIRE, NH",2182
3466,Boston MA-Manchester NH,"CHESHIRE, NH",1361
3467,Boston MA-Manchester NH,"CHESHIRE, NH",1779
3468,Boston MA-Manchester NH,"HILLSBOROUGH (REM), NH",0
3470,Boston MA-Manchester NH,"CHESHIRE, NH",5203
3561,Burlington VT-Plattsburgh NY,"GRAFTON WEST, NH",5916
3570,Portland-Auburn ME,"COOS, NH",10273
3574,Burlington VT-Plattsburgh NY,"GRAFTON EAST, NH",2545
3576,Portland-Auburn ME,"COOS, NH",3003
3579,Portland-Auburn ME,"COOS, NH",355
3580,Burlington VT-Plattsburgh NY,"GRAFTON EAST, NH",1398
3581,Portland-Auburn ME,"COOS, NH",3041
3582,Portland-Auburn ME,"COOS, NH",2503
3583,Portland-Auburn ME,"COOS, NH",1001
3584,Portland-Auburn ME,"COOS, NH",3726
3585,Burlington VT-Plattsburgh NY,"GRAFTON WEST, NH",2683
3586,Burlington VT-Plattsburgh NY,"GRAFTON WEST, NH",611
3588,Portland-Auburn ME,"COOS, NH",1578
3590,Portland-Auburn ME,"COOS, NH",870
3592,Portland-Auburn ME,"COOS, NH",1122
3593,Portland-Auburn ME,"COOS, NH",416
3598,Portland-Auburn ME,"COOS, NH",3195
3601,Burlington VT-Plattsburgh NY,"SULLIVAN WEST, NH",442
3602,Boston MA-Manchester NH,"CHESHIRE, NH",2749
3603,Burlington VT-Plattsburgh NY,"SULLIVAN WEST, NH",5301
3605,Burlington VT-Plattsburgh NY,"SULLIVAN EAST, NH",864
3607,Burlington VT-Plattsburgh NY,"SULLIVAN EAST, NH",468
3608,Boston MA-Manchester NH,"CHESHIRE, NH",2623
3609,Boston MA-Manchester NH,"CHESHIRE, NH",798
3740,Burlington VT-Plattsburgh NY,"GRAFTON WEST, NH",689
3741,Burlington VT-Plattsburgh NY,"GRAFTON EAST, NH",3968
3743,Burlington VT-Plattsburgh NY,"SULLIVAN WEST, NH",13739
3745,Burlington VT-Plattsburgh NY,"SULLIVAN WEST, NH",1496
3748,Burlington VT-Plattsburgh NY,"GRAFTON WEST, NH",4718
3750,Burlington VT-Plattsburgh NY,"GRAFTON WEST, NH",770
3752,Burlington VT-Plattsburgh NY,"SULLIVAN EAST, NH",732
